gen_name,bus_id,bus_name,lat,lon,capacity_mw,bus_voltage_kv,eia860_status,available,ts_column_name,source,state
generator-348974-8996229529,348974,4EKEWANEE S,41.264199,-89.875171,70,138.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-348982-5444238047,348982,1J808_PSS_PV_348982,38.208333,-89.579166,99,138.0,Operable,true,generator-348982-5444238047,EI_EIA2PF,IL
generator-349002-8100442675,349002,1W_FRKFT_349002,37.897506,-88.952399,2,34.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349045-6913178994,349045,2WATSEKA_349045,40.774047,-87.754371,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349046-4282223320,349046,2PARIS_AM_349046,39.605645,-87.719919,2,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349046-6679540078,349046,2PARIS_AM_349046,39.575155,-87.695077,4,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349123-4430867461,349123,1TILTON G2_349123,40.12437,-87.6292,2,13.8,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349123-5623809330,349123,1TILTON G2_349123,40.10351,-87.64977,2,13.8,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349188-2726320086,349188,1SANDPRAIRIE_349188,40.437682,-89.693266,2,13.2,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349192-8703659660,349192,1ALTA_349192,40.811998,-89.699641,4.9,13.2,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349217-6418986589,349217,2LINBERG_349217,40.698522,-89.967943,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349235-2131927157,349235,2SALEM_AM_349235,40.766,-90.008,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349235-9573315566,349235,2SALEM_AM_349235,40.769,-90.008,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349251-5235185133,349251,2FULTON_AM_349251,41.032235,-89.405223,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349254-7423160862,349254,2WASHBURN_349254,40.94425,-89.26966,10.8,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349256-1202215356,349256,2EDELSTN_349256,40.92402,-89.63196,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349262-4925194121,349262,2WILLMSFL_349262,40.885483,-90.016709,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349294-3263731135,349294,2WHEELER_349294,40.57629,-89.703554,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349303-8967674259,349303,2CASTTECHTAP_349303,40.622194,-89.67884,2,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349367-4880139119,349367,1WINDSOR_349367,40.089797,-88.243573,0.1,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349367-7680499461,349367,1WINDSOR_349367,40.081738,-88.244498,4.7,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349367-9918342970,349367,1WINDSOR_349367,40.07,-88.243,10,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349367-9961515624,349367,1WINDSOR_349367,40.07119,-88.238654,2,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349401-2036016840,349401,4WRR_TP_349401,38.836055,-90.036853,2.5,138.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349415-8374842333,349415,16TH ST_349415,38.814542,-89.997299,2,34.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349421-4007458820,349421,1RT 50_349421,38.587326,-89.809843,5,34.5,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349426-6058794971,349426,2SNDVLSW_349426,38.59587,-89.2751,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349426-5216714275,349426,2SNDVLSW_349426,38.589905,-89.149348,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349426-1195759569,349426,2SNDVLSW_349426,38.595728,-89.27324,2,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349430-8772065316,349430,2SANDV TP_349430,38.624571,-89.114438,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349430-3620466897,349430,2SANDV TP_349430,38.637126,-89.111529,1,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349431-9625061312,349431,2EFAIRC_349431,40.140564,-87.650494,1.6,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349447-5728053316,349447,1WORLD_CL_349447,38.315279,-88.756379,2,12.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349457-7207848369,349457,1COTTAGE_349457,39.070944,-90.139833,5,34.5,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349479-6254472720,349479,1S.BEL 1E_349479,38.4872,-90.0135,9.9,34.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349479-9930253496,349479,1S.BEL 1E_349479,38.48756,-89.95162,2,34.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349502-4429005731,349502,2RSWALL_349502,40.681036,-89.584735,1,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349523-5349680704,349523,2HINES_349523,40.765278,-89.56913,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349528-8295271133,349528,1OGLBY_349528,41.207028,-89.031736,2,34.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349528-3164720565,349528,1OGLBY_349528,41.172704,-89.028765,2,34.5,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349528-2758482927,349528,1OGLBY_349528,41.24651,-89.01059,1,34.5,Retired/Canceled,false,,EIA_MMWG_FUZZY,IL
generator-349675-5472972755,349675,4MASON_IL,40.182668,-89.720274,50,138.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349721-2051393483,349721,4SANJOSERAIL_349721,40.378299,-89.522499,2,138.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349820-7262876652,349820,4INDIAN CRK_349820,39.9895,-90.3538,3.5,138.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-349927-3448787053,349927,2MURAYVL JCT_349927,39.61409,-90.22076,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349927-7609714901,349927,2MURAYVL JCT_349927,39.606529,-90.227099,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-349974-5484542563,349974,2GREENFIELD_349974,39.405457,-89.995709,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-350038-8670913818,350038,2CARTERVILLE_350038,37.829241,-89.011483,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-350038-9528282893,350038,2CARTERVILLE_350038,37.836165,-89.042423,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-350038-4918114462,350038,2CARTERVILLE_350038,37.789506,-89.058709,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
generator-350038-4129335546,350038,2CARTERVILLE_350038,37.79441,-89.048922,2,69.0,Proposed,true,,EIA_MMWG_FUZZY,IL
generator-350066-1670875723,350066,2HILLPRAIRTP_350066,38.161252,-89.702909,2,69.0,Operable,true,,EIA_MMWG_FUZZY,IL
