gen_name,bus_id,bus_name,lat,lon,capacity_mw,bus_voltage_kv,eia860_status,available,ts_column_name,source,state
generator-314187-9681257679,314187,3WAN 176_314187,37.46,-76.54,20.0,115.0,,false,NO_TS,EI_MMWG,VA
generator-314187-6749183228,314187,3WAN 176,37.45,-76.45,19.9,115.0,Operable,true,,EIA_MMWG_EXACT,VA
generator-314190-645395567,314190,6WESTMOR_314190,38.08,-76.84,20.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314213-7922102624,314213,3CARVER_314213,37.56,-77.45,0.05,115.0,,false,NO_TS,EI_MMWG,VA
generator-314222-1417595805,314222,6HANOVER_314222,37.82,-77.45,0.05,230.0,,false,NO_TS,EI_MMWG,VA
generator-314232-8747028593,314232,6NO ANNA_314232,38.017664,-77.952873,11.5,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314232-8845038262,314232,6NO ANNA_314232,37.919497,-77.862016,18.6,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314232-8733476860,314232,6NO ANNA,38.013053,-77.931171,118,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314241-3464929263,314241,6OLDCHRC_314241,37.63,-77.25,17.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314241-8086283698,314241,6OLDCHRC_314241,37.63,-77.25,5.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314241-6254674944,314241,6OLDCHRC_314241,37.63,-77.25,20.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314241-2718898628,314241,6OLDCHRC_314241,37.63,-77.25,17.376375024728258,230.0,,true,generator-314241-2718898628,EI_MMWG,VA
generator-314241-6257627288,314241,6OLDCHRC,37.671,-77.17,13,230.0,Operable,true,,EIA_ONLY,VA
generator-314241-3564792387,314241,6OLDCHRC,37.672005,-77.170439,17,230.0,Operable,true,,EIA_MMWG_EXACT,VA
generator-314250-3381849792,314250,6ROCKVILLE,37.961,-77.792,25,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314257-2817849279,314257,6WHITOAK,37.46,-77.27,20,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314268-3844330674,314268,6BRIERY,37.104491,-78.402853,150,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314272-3800065070,314272,6ALPINE_314272,37.341838,-77.287027,2,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314282-2429491410,314282,6CARSON_314282,37.09028,-77.48346,5,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314282-4182806524,314282,6CARSON,37.072709,-77.420729,80,230.0,Retired/Canceled,false,,EIA_MMWG_FUZZY,VA
generator-314294-4329886960,314294,6ENON_314294,37.34,-77.3,0.5,230.0,,false,NO_TS,EI_MMWG,VA
generator-314294-3863946997,314294,6ENON_314294,37.34,-77.3,1.67,230.0,,false,NO_TS,EI_MMWG,VA
generator-314302-1037524271,314302,3HARVELL,37.25,-77.25,20,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314310-4303324561,314310,6JUDES F_314310,37.45383,-77.95682,5,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314310-5900994722,314310,6JUDES F_314310,37.481141,-77.967885,5,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314312-7476645301,314312,3JARRATT,36.835397,-77.528439,82.5,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314321-9488888752,314321,3LITLECREEK_314321,36.875877,-76.200935,0.9,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314322-2249015885,314322,6MDLTHAN,37.52885,-77.95977,5,230.0,Operable,true,,EIA_ONLY,VA
generator-314322-6094259516,314322,6MDLTHAN,37.535275,-77.823964,20,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314331-3565183524,314331,6POE_314331,37.177825,-77.337645,19.7,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314333-3149645611,314333,6POWHATN_314333,37.526244,-77.944637,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314333-2760383793,314333,6POWHATN_314333,37.526244,-77.944637,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314375-7037444848,314375,6CORRCTN_314375,37.43,-77.05,20.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314375-5652575682,314375,6CORRCTN,37.471464,-76.844612,20,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314426-5443055816,314426,3FT PKET,37.0,-78.0,600,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314435-5768335030,314435,6SAPONY_314435,36.94,-77.48,20.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314435-5583329939,314435,6SAPONY,36.940529,-77.41776,20,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314453-9551185869,314453,6CHRHLND_314453,36.87,-76.38,0.75,230.0,,false,NO_TS,EI_MMWG,VA
generator-314476-9000112789,314476,3HICKORY,36.624113,-76.194266,20,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314477-7075920681,314477,3HODGE F,36.848105,-76.407143,1,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314487-9261662455,314487,3MCLAUGH_314487,36.87,-76.3,0.125,115.0,,false,NO_TS,EI_MMWG,VA
generator-314491-6971924951,314491,3PENDLTN_314491,36.79,-76.0,17.6,115.0,,false,NO_TS,EI_MMWG,VA
generator-314525-8362120267,314525,6KINGFORK_314525,36.8,-76.6,15.0,230.0,,false,NO_TS,EI_MMWG,VA
generator-314527-8487639533,314527,3HOLLAND_314527,36.68565,-76.763,3.8,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314533-874024048,314533,6SMITFLD_314533,36.89,-76.611,19,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314533-6839297332,314533,6SMITFLD_314533,36.884447,-76.691208,2,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314538-7165340223,314538,6SURRY,37.16738,-76.924229,150,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314539-3701620059,314539,3UNCAMP,36.673032,-76.882005,50.2,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314550-5005810233,314550,6HICKORY_314550,36.624113,-76.194266,12,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314550-519924280,314550,6HICKORY_314550,36.624113,-76.194266,12,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314572-8542530258,314572,3EMPORIA_314572,36.69,-77.56,2.5,115.0,,true,generator-314572-8542530258,EI_MMWG,VA
generator-314676-2751713346,314676,3BRUNWICK,37.0,-78.0,300,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314677-9558462536,314677,6BUCKING_314677,37.502944,-78.379237,19.8,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314684-1743404411,314684,3MT LREL,36.818554,-78.771892,80,115.0,Operable,true,,EIA_ONLY,VA
generator-314686-3654356882,314686,6CLOVER,36.816641,-78.69262,77.2,230.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314694-7632681646,314694,3GRIT_314694,37.05622,-79.3051,3.2,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314707-7266848734,314707,3MORAN_314707,37.229858,-78.271286,3,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314713-4497818795,314713,3PAMPLIN_314713,37.32936,-78.76591,15.7,115.0,Operable,true,NO_TS,EI_EIA2PF,VA
generator-314713-3263728136,314713,3PAMPLIN_314713,37.2259,-78.6877,4,115.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314713-8317434255,314713,3PAMPLIN_314713,37.27604,-78.61845,3,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314715-7599979354,314715,3MADSONV_314715,37.18378,-78.81415,5,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314719-3515782005,314719,3S CREEK,37.360996,-78.85187,60,115.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314722-1964101667,314722,3TWITTYS_314722,37.09,-78.59,15.0,115.0,,false,NO_TS,EI_MMWG,VA
generator-314729-3981009932,314729,2GLADYS,37.158473,-79.055643,60,69.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314729-1227725293,314729,2GLADYS,37.143719,-79.142068,60.4,69.0,Proposed,true,,EIA_MMWG_FUZZY,VA
generator-314734-9118718439,314734,6CASHSCORNER_314734,37.96724,-78.230963,5,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314749-1897226949,314749,6CHARLVL_314749,37.966,-78.4,13.3,230.0,Operable,true,,EIA_MMWG_FUZZY,VA
generator-314766-9510442209,314766,6LOUISA_314766,38.023,-77.972,20,230.0,Operable,true,NO_TS,EI_EIA2PF,VA
